,time,theta,phi,theta_dot,phi_dot,timestep
0,0.0,-1.0471975511965976,0.0,0.0,0.0,0.01
1,0.01,-1.0472833744,-2.86289e-05,-0.0085823249,-0.0028628864,0.01
2,0.02,-1.0474550045,-8.5869e-05,-0.0171630095,-0.0057240103,0.01
3,0.03,-1.0477124141,-0.000171691,-0.0257409601,-0.0085821973,0.01
4,0.04,-1.0480555649,-0.0002860537,-0.0343150832,-0.0114362731,0.01
5,0.05,-1.0484844078,-0.0004289043,-0.042884285,-0.0142850638,0.01
6,0.06,-1.0489988825,-0.0006001783,-0.0514474717,-0.0171273958,0.01
7,0.07,-1.049598918,-0.0007997993,-0.0600035493,-0.0199620959,0.01
8,0.08,-1.0502844322,-0.0010276792,-0.0685514236,-0.0227879914,0.01
9,0.09,-1.0510553322,-0.0012837183,-0.0770900001,-0.0256039102,0.01
10,0.1,-1.051911514,-0.0015678051,-0.0856181841,-0.0284086806,0.01
11,0.11,-1.0528528628,-0.0018798164,-0.0941348806,-0.0312011317,0.01
12,0.12,-1.0538792527,-0.0022196173,-0.1026389942,-0.0339800933,0.01
13,0.13,-1.054990547,-0.0025870613,-0.1111294291,-0.036744396,0.01
14,0.14,-1.0561865979,-0.00298199,-0.1196050892,-0.0394928714,0.01
15,0.15,-1.0574672467,-0.0034042335,-0.128064878,-0.042224352,0.01
16,0.16,-1.0588323237,-0.0038536102,-0.1365076983,-0.0449376714,0.01
17,0.17,-1.0602816482,-0.0043299268,-0.1449324526,-0.0476316646,0.01
18,0.18,-1.0618150286,-0.0048329785,-0.1533380428,-0.050305168,0.01
19,0.19,-1.0634322623,-0.0053625487,-0.1617233704,-0.0529570194,0.01
20,0.2,-1.0651331357,-0.0059184093,-0.1700873361,-0.0555860584,0.01
21,0.21,-1.0669174241,-0.0065003206,-0.1784288402,-0.0581911264,0.01
22,0.22,-1.0687848919,-0.0071080313,-0.1867467823,-0.060771067,0.01
23,0.23,-1.0707352925,-0.0077412786,-0.1950400614,-0.063324726,0.01
24,0.24,-1.0727683683,-0.0083997881,-0.2033075759,-0.0658509516,0.01
25,0.25,-1.0748838505,-0.009083274,-0.2115482235,-0.0683485948,0.01
26,0.26,-1.0770814595,-0.0097914391,-0.2197609014,-0.0708165096,0.01
27,0.27,-1.0793609046,-0.0105239746,-0.2279445059,-0.0732535532,0.01
28,0.28,-1.0817218839,-0.0112805605,-0.2360979328,-0.0756585863,0.01
29,0.29,-1.0841640847,-0.0120608652,-0.2442200771,-0.0780304733,0.01
30,0.3,-1.086687183,-0.012864546,-0.2523098333,-0.0803680828,0.01
31,0.31,-1.089290844,-0.0136912489,-0.2603660951,-0.0826702879,0.01
32,0.32,-1.0919747216,-0.0145406086,-0.2683877557,-0.0849359664,0.01
33,0.33,-1.0947384587,-0.0154122486,-0.2763737075,-0.0871640013,0.01
34,0.34,-1.0975816871,-0.0163057814,-0.2843228424,-0.0893532811,0.01
35,0.35,-1.1005040276,-0.0172208084,-0.2922340516,-0.0915027001,0.01
36,0.36,-1.1035050899,-0.01815692,-0.3001062258,-0.0936111592,0.01
37,0.37,-1.1065844725,-0.0191136957,-0.3079382551,-0.0956775658,0.01
38,0.38,-1.1097417628,-0.020090704,-0.3157290291,-0.0977008347,0.01
39,0.39,-1.1129765372,-0.0210875029,-0.3234774369,-0.0996798884,0.01
40,0.4,-1.1162883609,-0.0221036395,-0.3311823671,-0.1016136574,0.01
41,0.41,-1.119676788,-0.0231386503,-0.338842708,-0.1035010809,0.01
42,0.42,-1.1231413615,-0.0241920614,-0.3464573475,-0.1053411073,0.01
43,0.43,-1.1266816132,-0.0252633883,-0.3540251732,-0.1071326948,0.01
44,0.44,-1.1302970639,-0.0263521364,-0.3615450724,-0.1088748117,0.01
45,0.45,-1.1339872232,-0.0274578008,-0.3690159323,-0.1105664372,0.01
46,0.46,-1.1377515896,-0.0285798664,-0.37643664,-0.1122065619,0.01
47,0.47,-1.1415896504,-0.0297178083,-0.3838060826,-0.1137941882,0.01
48,0.48,-1.1455008819,-0.0308710916,-0.3911231471,-0.1153283313,0.01
49,0.49,-1.1494847491,-0.0320391718,-0.3983867207,-0.1168080194,0.01
